,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,帳跌價差,成交筆數
0,2020-02-03,3599973,292846359,80.5,83.0,79.0,83.0,2.0,2682
1,2020-02-04,1818501,148572475,82.9,83.8,80.6,80.8,-2.2,1412
2,2020-02-05,1260370,101995183,81.0,81.9,80.0,80.0,-0.8,933
3,2020-02-06,1122750,91232300,81.2,82.5,80.1,82.5,2.5,842
4,2020-02-07,2907588,236128042,83.0,84.0,78.8,79.0,-3.5,2223
5,2020-02-10,1137229,89491710,78.5,79.9,77.3,79.0,0.0,800
6,2020-02-11,492316,38870815,78.8,79.5,78.5,79.1,0.1,419
7,2020-02-12,1228270,99066809,79.4,81.4,79.3,80.9,1.8,1011
8,2020-02-13,603677,48851799,81.7,81.7,80.3,80.6,-0.3,558
9,2020-02-14,676662,54885549,80.6,81.8,80.6,80.8,0.2,561
10,2020-02-17,404948,32647116,80.4,81.2,80.3,80.3,-0.5,337
11,2020-02-18,598765,47665420,80.4,81.0,79.1,79.9,-0.4,523
12,2020-02-19,573450,45651008,79.5,80.1,79.2,79.5,-0.4,450
13,2020-02-20,304308,24217632,79.3,80.0,79.3,79.5,0.0,271
14,2020-02-21,638650,50214554,79.5,79.5,78.2,78.2,-1.3,544
15,2020-02-24,653492,51182672,78.2,79.0,77.6,78.0,-0.2,503
16,2020-02-25,521543,40467894,77.3,78.0,77.0,77.8,-0.2,424
17,2020-02-26,691975,54410228,77.5,79.3,77.5,78.6,0.8,515
18,2020-02-27,1092875,85716623,78.5,78.9,78.0,78.1,-0.5,632
