Date,Open,High,Low,close
2019-02-11,10029.84,10065.52,9988.83,10004.25
2019-02-12,10032.08,10100.23,10032.08,10097.74
2019-02-13,10123.61,10140.98,10074.34,10090.58
2019-02-14,10095.99,10135.62,10082.0,10089.01
2019-02-15,10111.18,10135.16,10055.5,10064.78
2019-02-18,10096.94,10165.77,10096.94,10145.28
2019-02-19,10152.11,10173.47,10143.15,10152.26
2019-02-20,10181.94,10272.46,10181.94,10272.46
2019-02-21,10282.32,10319.53,10256.53,10319.53
2019-02-22,10309.02,10322.92,10269.95,10322.92
2019-02-25,10343.45,10390.93,10343.45,10390.93
2019-02-26,10403.03,10416.91,10368.86,10391.55
2019-02-27,10385.81,10403.05,10343.56,10389.17
